indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,n_veranos,anio_ini,anio_fin,noches_posibles,nivel_partida,nivel_final,cambio_absoluto,pendiente_noches_anio,ic95_inf,ic95_sup,ic95_excluye_cero,r2,error_std,cerca_del_techo,posible_inhomogeneidad,salto_max_veranos,serie,fuente
1351,ESTACA DE BARES,A CORUÑA,90.0,43.7861,-7.685,0.8,litoral,<200,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
1390X,"CARBALLO, DEPURADORA",A CORUÑA,98.0,43.2036,-8.7111,9.6,litoral,<200,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
1399,VIMIANZO,A CORUÑA,287.0,43.0575,-9.0469,13.7,litoral,200-500,10,2017,2026,81,0.0,0.33,0.33,0.0667,-0.1068,0.2401,no,0.0894,0.0752,no,si,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:0;2025:0;2026:1,AEMET
1406X,MAZARICOS,A CORUÑA,340.0,42.9353,-8.9936,12.5,litoral,200-500,10,2017,2026,81,0.0,0.33,0.33,0.0606,-0.0416,0.1628,no,0.1894,0.0443,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:1,AEMET
1435C,NOIA,A CORUÑA,128.0,42.8003,-8.8761,12.3,litoral,<200,9,2017,2026,81,0.33,0.67,0.33,0.0242,-0.2797,0.328,no,0.005,0.1285,no,no,3.0,2017:1;2019:0;2020:0;2021:0;2022:3;2023:0;2024:1;2025:0;2026:1,AEMET
1518A,LUGO,LUGO,442.0,42.9983,-7.5525,67.1,interior,200-500,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
1549,PONFERRADA,LEON,532.0,42.5639,-6.6,108.6,interior,500-800,9,2017,2025,81,0.33,0.67,0.33,0.1333,-0.2957,0.5624,no,0.0716,0.1814,no,no,4.0,2017:0;2018:1;2019:0;2020:1;2021:0;2022:4;2023:0;2024:0;2025:2,AEMET
1679A,MONFORTE DE LEMOS,LUGO,291.0,42.5317,-7.5108,71.5,interior,200-500,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
1706A,ALLARIZ,OURENSE,492.0,42.1828,-7.7961,33.0,interior,200-500,10,2017,2026,81,0.0,0.33,0.33,0.0424,-0.0354,0.1202,no,0.165,0.0337,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:1;2026:0,AEMET
1719,A CAÑIZA,PONTEVEDRA,560.0,42.2181,-8.2811,9.1,litoral,500-800,10,2017,2026,81,1.33,1.67,0.33,0.0667,-0.3113,0.4447,no,0.0203,0.1639,no,no,4.0,2017:1;2018:3;2019:0;2020:0;2021:0;2022:4;2023:0;2024:1;2025:2;2026:2,AEMET
2298,PALACIOS DE LA SIERRA,BURGOS,1080.0,41.9597,-3.1317,154.6,interior,800-1200,9,2017,2026,81,0.0,0.33,0.33,0.0292,-0.0614,0.1197,no,0.0766,0.0383,no,si,1.0,2017:0;2018:0;2019:0;2021:0;2022:0;2023:0;2024:1;2025:0;2026:0,AEMET
2401X,PALENCIA,PALENCIA,736.0,42.0094,-4.5606,153.5,interior,500-800,10,2017,2026,81,0.0,0.33,0.33,0.0364,-0.0732,0.146,no,0.0682,0.0475,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:1;2025:0;2026:0,AEMET
2734D,ASTORGA,LEON,919.0,42.4767,-6.0744,119.4,interior,800-1200,8,2017,2026,81,0.0,0.33,0.33,0.0173,-0.0974,0.1321,no,0.0223,0.0469,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2024:0;2026:0,AEMET
2775X,VILLARDECIERVOS,ZAMORA,850.0,41.9414,-6.2797,158.8,interior,800-1200,9,2017,2026,81,0.0,0.33,0.33,0.0333,-0.0561,0.1227,no,0.1,0.0378,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2024:1;2025:0;2026:0,AEMET
2777K,SANTIBAÑEZ DE VIDRIALES,ZAMORA,737.0,42.0781,-6.0072,163.8,interior,500-800,10,2017,2026,81,0.0,0.33,0.33,0.0424,-0.136,0.2209,no,0.0362,0.0774,no,no,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:1;2025:0;2026:0,AEMET
2789H,POZUELO DE TABARA,ZAMORA,711.0,41.7856,-5.9089,191.9,interior,500-800,8,2017,2025,81,0.67,1.0,0.33,-0.0315,-0.355,0.292,no,0.0094,0.1322,no,si,-2.0,2017:2;2018:0;2019:0;2020:0;2021:0;2022:2;2024:1;2025:0,AEMET
3103,PANTANO EL VADO,GUADALAJARA,910.0,41.0036,-3.3019,261.1,interior,800-1200,10,2017,2026,81,0.67,1.0,0.33,0.0788,-0.0912,0.2488,no,0.1249,0.0737,no,no,2.0,2017:1;2018:0;2019:1;2020:0;2021:0;2022:1;2023:1;2024:0;2025:2;2026:1,AEMET
3170Y,ALCALA DE HENARES,MADRID,605.0,40.5283,-3.2897,276.1,interior,500-800,9,2018,2026,81,9.33,9.67,0.33,0.15,-1.8383,2.1383,no,0.0045,0.8407,no,no,20.0,2018:6;2019:15;2020:7;2021:1;2022:21;2023:6;2024:12;2025:5;2026:12,AEMET
7067Y,NERPIO,ALBACETE,1485.0,38.0883,-2.4131,103.8,interior,>1200,9,2017,2026,81,0.33,0.67,0.33,0.0527,-0.0785,0.1839,no,0.1142,0.0555,no,no,1.0,2017:0;2018:0;2019:1;2020:0;2022:0;2023:0;2024:1;2025:0;2026:1,AEMET
8008Y,VILLENA,ALICANTE,486.0,38.5769,-0.8656,41.3,interior,200-500,10,2017,2026,81,3.67,4.0,0.33,0.1758,-0.3284,0.68,no,0.0747,0.2186,no,si,-5.0,2017:5;2018:4;2019:2;2020:1;2021:2;2022:4;2023:7;2024:2;2025:4;2026:6,AEMET
8245Y,MIRA,CUENCA,815.0,39.7144,-1.4425,98.3,interior,800-1200,9,2018,2026,81,0.0,0.33,0.33,0.0667,-0.0643,0.1977,no,0.1714,0.0554,no,no,1.0,2018:0;2019:0;2020:0;2021:0;2022:0;2023:1;2024:0;2025:1;2026:0,AEMET
8368U,TERUEL,TERUEL,902.0,40.3508,-1.1242,103.4,interior,800-1200,10,2017,2026,81,0.67,1.0,0.33,0.103,-0.1173,0.3233,no,0.1269,0.0955,no,no,2.0,2017:1;2018:0;2019:1;2020:0;2021:0;2022:1;2023:3;2024:1;2025:1;2026:1,AEMET
9051,MEDINA DE POMAR,BURGOS,580.0,42.92,-3.4828,54.1,interior,500-800,10,2017,2026,81,0.0,0.33,0.33,0.0667,-0.1068,0.2401,no,0.0894,0.0752,no,si,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:0;2025:0;2026:1,AEMET
9091O,FORONDA-TXOKIZA,ARABA/ALAVA,513.0,42.8819,-2.735,54.3,interior,500-800,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
9188,ENCISO,LA RIOJA,855.0,42.1494,-2.2733,127.0,interior,800-1200,9,2017,2026,81,0.67,1.0,0.33,0.0459,-0.1965,0.2884,no,0.0279,0.1025,no,no,2.0,2017:0;2018:0;2019:2;2020:0;2021:0;2023:0;2024:2;2025:1;2026:0,AEMET
9207,"VALLE DE HECHO, HECHO",HUESCA,860.0,42.7406,-0.7506,99.1,interior,800-1200,10,2017,2026,81,0.0,0.33,0.33,0.0606,-0.0416,0.1628,no,0.1894,0.0443,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:1,AEMET
9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635.0,42.8961,-1.3003,55.4,interior,500-800,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
9352A,ALMAZUL,SORIA,1000.0,41.5747,-2.1403,190.7,interior,800-1200,10,2017,2026,81,0.0,0.33,0.33,0.0545,-0.0181,0.1272,no,0.2727,0.0315,no,no,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
9460X,SABIÑÁNIGO,HUESCA,775.0,42.5128,-0.3556,140.2,interior,500-800,10,2017,2026,81,0.33,0.67,0.33,0.0727,-0.0531,0.1985,no,0.1818,0.0545,no,no,1.0,2017:0;2018:0;2019:1;2020:0;2021:0;2022:0;2023:1;2024:1;2025:0;2026:1,AEMET
B684A,"ESCORCA, SON TORRELLA",BALEARES,842.0,39.7928,2.7878,4.4,litoral,800-1200,10,2017,2026,81,0.67,1.0,0.33,0.0727,-0.2106,0.3561,no,0.042,0.1229,no,si,3.0,2017:2;2018:0;2019:0;2020:0;2021:0;2022:0;2023:1;2024:0;2025:0;2026:3,AEMET
0312X,SANT PAU DE SEGÚRIES,GIRONA,851.0,42.2583,2.3644,12.6,litoral,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
0320I,PLANOLES,GIRONA,1151.0,42.3169,2.1028,4.6,litoral,800-1200,10,2017,2026,81,0.0,0.0,0.0,-0.0061,-0.0911,0.079,no,0.0034,0.0369,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:1;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
0360X,LES PLANES D'HOSTOLES,GIRONA,337.0,42.0528,2.5511,30.8,interior,200-500,9,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2024:0;2025:0;2026:0,AEMET
1021Y,ARTICUTZA (AUTOMATICA),NAVARRA,305.0,43.2122,-1.7978,11.2,litoral,200-500,8,2018,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0,AEMET
1135C,"LOS TOJOS, BÁRCENA MAYOR",CANTABRIA,460.0,43.1469,-4.2142,27.0,litoral,200-500,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1167B,"CAMALEÑO, FUENTE DE",CANTABRIA,1100.0,43.1439,-4.8128,29.7,litoral,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,43.1453,-4.9317,32.6,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1186P,"AMIEVA, PANIZALES",ASTURIAS,370.0,43.2667,-5.1192,21.6,litoral,200-500,10,2017,2026,81,0.0,0.0,0.0,0.0061,-0.1239,0.136,no,0.0014,0.0564,no,no,1.0,2017:0;2018:0;2019:0;2020:1;2021:0;2022:1;2023:1;2024:0;2025:0;2026:0,AEMET
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127.0,43.5669,-6.0442,0.5,litoral,<200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1223P,"LENA, RONZÓN",ASTURIAS,370.0,43.1328,-5.8228,47.8,interior,200-500,10,2017,2026,81,0.33,0.33,0.0,0.0121,-0.101,0.1252,no,0.0076,0.049,no,no,1.0,2017:0;2018:1;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:1,AEMET
1226X,"ALLER, FELECHOSA",ASTURIAS,750.0,43.0953,-5.4769,46.6,interior,500-800,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1276F,POLA DE SOMIEDO,ASTURIAS,670.0,43.1,-6.2569,50.3,interior,500-800,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1279X,"SALAS, CAMUÑO",ASTURIAS,240.0,43.425,-6.2308,15.6,litoral,200-500,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1344X,MONDOÑEDO,LUGO,125.0,43.4314,-7.3617,16.9,litoral,<200,8,2017,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2021:0;2022:0;2023:0;2024:0;2025:0,AEMET
1354C,FERROL,A CORUÑA,4.0,43.4764,-8.2622,4.2,litoral,<200,8,2018,2025,81,1.33,1.33,0.0,-0.0238,-0.9157,0.8681,no,0.0007,0.3645,no,si,6.0,2018:4;2019:0;2020:0;2021:0;2022:6;2023:1;2024:2;2025:1,AEMET
1363X,AS PONTES,A CORUÑA,343.0,43.4458,-7.8614,29.6,litoral,200-500,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1393,CABO VILÁN,A CORUÑA,50.0,43.1606,-9.2108,1.5,litoral,<200,8,2017,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0,AEMET
1410X,SOBRADO,A CORUÑA,500.0,43.0378,-8.0222,46.4,interior,500-800,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,370.0,42.8881,-8.4106,42.1,interior,200-500,10,2017,2026,81,0.33,0.33,0.0,0.0242,-0.163,0.2115,no,0.011,0.0812,no,no,2.0,2017:0;2018:1;2019:0;2020:0;2021:0;2022:2;2023:0;2024:0;2025:0;2026:1,AEMET
1455I,RODEIRO-VILAMAIOR,PONTEVEDRA,645.0,42.7111,-7.9539,66.6,interior,500-800,9,2017,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0,AEMET
1465U,LALIN-CRISTIMIL,PONTEVEDRA,463.0,42.6656,-8.1925,49.0,interior,200-500,8,2017,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2025:0,AEMET
1468X,A ESTRADA,PONTEVEDRA,269.0,42.6936,-8.5019,24.6,litoral,200-500,10,2017,2026,81,0.33,0.33,0.0,0.0182,-0.111,0.1474,no,0.013,0.056,no,no,1.0,2017:0;2018:1;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:1,AEMET
1476R,"ROIS, CASAS DO PORTO",A CORUÑA,210.0,42.7497,-8.7147,14.1,litoral,200-500,10,2017,2026,81,0.67,0.67,0.0,0.0,-0.1883,0.1883,no,0.0,0.0816,no,no,2.0,2017:1;2018:1;2019:0;2020:0;2021:0;2022:2;2023:0;2024:1;2025:0;2026:1,AEMET
1505,LUGO AEROPUERTO,LUGO,442.0,43.1111,-7.4575,52.7,interior,200-500,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1521I,O PÁRAMO,LUGO,403.0,42.8453,-7.4994,82.0,interior,200-500,9,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2023:0;2024:0;2025:0;2026:0,AEMET
1541B,VILLABLINO,LEON,958.0,42.9289,-6.3339,69.0,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1542,PUERTO DE LEITARIEGOS,ASTURIAS,1530.0,42.9942,-6.4142,60.9,interior,>1200,10,2017,2026,81,0.0,0.0,0.0,0.0061,-0.079,0.0911,no,0.0034,0.0369,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:0,AEMET
1561I,VEGA DE ESPINAREDA  ,LEON,770.0,42.7661,-6.6736,86.5,interior,500-800,8,2019,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1639X,CHANDREXA DE QUEIXA,OURENSE,990.0,42.2603,-7.3836,68.0,interior,800-1200,9,2017,2026,81,0.0,0.0,0.0,0.0016,-0.0999,0.1031,no,0.0002,0.0429,no,si,1.0,2017:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:0,AEMET
1658,FOLGOSO DO COUREL,LUGO,612.0,42.5886,-7.1917,96.6,interior,500-800,8,2017,2026,81,0.0,0.0,0.0,0.0,-0.34,0.34,no,0.0,0.1389,no,no,3.0,2017:0;2019:0;2020:0;2022:3;2023:0;2024:0;2025:0;2026:0,AEMET
1696O,BEARIZ,OURENSE,610.0,42.4681,-8.2781,36.6,interior,500-800,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1735X,XINZO DE LIMIA,OURENSE,616.0,42.0792,-7.7336,37.7,interior,500-800,9,2018,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
1738U,MUIÑOS,OURENSE,730.0,41.9342,-7.9889,24.8,litoral,500-800,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2005Y,"VINUESA, QUINTANAREJO",SORIA,1197.0,41.9678,-2.7828,151.9,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2017Y,"LA PÓVEDA DE SORIA, BARRIOMARTÍN",SORIA,1260.0,41.9958,-2.4942,145.4,interior,>1200,9,2017,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0,AEMET
2030,SORIA,SORIA,1081.0,41.775,-2.4831,169.8,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0061,-0.079,0.0911,no,0.0034,0.0369,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:0,AEMET
2048A,MORÓN DE ALMAZÁN,SORIA,978.0,41.4194,-2.4203,208.9,interior,800-1200,9,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2026:0,AEMET
2059B,LA RIBA DE ESCALOTE,SORIA,1042.0,41.3497,-2.7833,219.5,interior,800-1200,9,2017,2026,81,1.33,1.33,0.0,0.0618,-0.3948,0.5183,no,0.0144,0.1931,no,no,4.0,2017:1;2018:0;2019:3;2020:3;2021:0;2022:4;2023:1;2025:0;2026:3,AEMET
2084Y,UCERO,SORIA,960.0,41.7219,-3.0469,181.1,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2172Y,SARDÓN DE DUERO,VALLADOLID,725.0,41.6119,-4.4056,197.7,interior,500-800,8,2017,2026,81,0.0,0.0,0.0,0.0085,-0.0999,0.1169,no,0.006,0.0443,no,no,1.0,2017:0;2018:0;2019:0;2021:0;2022:1;2023:0;2025:0;2026:0,AEMET
2192C,CUÉLLAR,SEGOVIA,795.0,41.3836,-4.2656,223.1,interior,500-800,10,2017,2026,81,0.0,0.0,0.0,0.0121,-0.1579,0.1821,no,0.0034,0.0737,no,si,2.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:0;2025:0;2026:0,AEMET
2235U,CERVERA DE PISUERGA,PALENCIA,1140.0,42.8706,-4.52,57.8,interior,800-1200,8,2017,2025,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2021:0;2022:0;2023:0;2024:0;2025:0,AEMET
2243A,AGUILAR DE CAMPOO,PALENCIA,910.0,42.7981,-4.2772,65.8,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2276B,VILLAELES DE VALDAVIA,PALENCIA,908.0,42.5689,-4.575,91.3,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2296A,ÓLVEGA,SORIA,1039.0,41.7756,-1.9767,168.7,interior,800-1200,10,2017,2026,81,0.33,0.33,0.0,0.0242,-0.163,0.2115,no,0.011,0.0812,no,no,2.0,2017:0;2018:0;2019:1;2020:0;2021:0;2022:2;2023:0;2024:0;2025:1;2026:0,AEMET
2331,BURGOS AEROPUERTO,BURGOS,891.0,42.3569,-3.6203,116.4,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0061,-0.079,0.0911,no,0.0034,0.0369,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:0,AEMET
2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",PALENCIA,1575.0,42.8939,-4.7136,55.7,interior,>1200,9,2017,2025,81,0.33,0.33,0.0,0.0667,-0.2588,0.3922,no,0.0324,0.1376,no,no,3.0,2017:0;2018:1;2019:0;2020:0;2021:0;2022:3;2023:0;2024:0;2025:1,AEMET
2539,VALLADOLID AEROPUERTO,VALLADOLID,846.0,41.7119,-4.8556,187.6,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0061,-0.079,0.0911,no,0.0034,0.0369,no,si,1.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:1;2023:0;2024:0;2025:0;2026:0,AEMET
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN",PALENCIA,985.0,42.5236,-4.8511,98.1,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0182,-0.2369,0.2732,no,0.0034,0.1106,no,si,3.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:3;2023:0;2024:0;2025:0;2026:0,AEMET
2611D,VILLAFÁFILA,ZAMORA,690.0,41.8564,-5.5925,182.0,interior,500-800,10,2017,2026,81,0.33,0.33,0.0,0.0182,-0.2431,0.2795,no,0.0032,0.1133,no,no,3.0,2017:1;2018:0;2019:0;2020:0;2021:0;2022:3;2023:0;2024:0;2025:0;2026:1,AEMET
2624C,RIAÑO,LEON,1090.0,42.9583,-5.0075,54.3,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2626Y,CUBILLAS DE RUEDA,LEON,916.0,42.62,-5.1933,93.2,interior,800-1200,9,2018,2026,81,0.0,0.0,0.0,0.0,-0.2176,0.2176,no,0.0,0.092,no,si,2.0,2018:0;2019:0;2020:0;2021:0;2022:2;2023:0;2024:0;2025:0;2026:0,AEMET
2701D,"BARRIOS DE LUNA, MIÑERA",LEON,1120.0,42.8856,-5.8708,75.5,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",LEON,995.0,42.6483,-6.0708,100.3,interior,800-1200,9,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2024:0;2025:0;2026:0,AEMET
2742R,BUSTILLO DEL PÁRAMO,LEON,850.0,42.4664,-5.7797,120.5,interior,800-1200,9,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2026:0,AEMET
2766E,"SANABRIA, ROBLEDA-CERVANTES",ZAMORA,933.0,42.0825,-6.6397,127.9,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
2828Y,BARCO DE AVILA,AVILA,1012.0,40.3553,-5.5192,269.2,interior,800-1200,10,2017,2026,81,0.0,0.0,0.0,0.0,0.0,0.0,no,nan,0.0,no,no,0.0,2017:0;2018:0;2019:0;2020:0;2021:0;2022:0;2023:0;2024:0;2025:0;2026:0,AEMET
